@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-15,17-19,21-27,29-32,34-41,43,45-50,52-67,70-73,75-77,79-101'

@attribute pctWhite numeric
@attribute medIncome numeric
@attribute pctWdiv numeric
@attribute medFamIncome numeric
@attribute persPoverty numeric
@attribute pctUnemploy numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousOwnerOccup numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
98.37,46301,58.57,54210,419,4.45,8.01,86.01,0.91,85.63,0.75,82.13,0.5,1
96.39,31262,41.25,33459,6012,4.35,5.85,87.08,0.35,73.33,6.51,67.87,1.75,1
92.19,27235,40.66,32578,1628,6.17,12.69,73,1.15,65.91,2.29,64.83,3.99,1
98.95,46932,43.92,51033,593,7.29,7.51,86.9,0.68,92.49,1.2,88.96,0.75,1
96.04,53761,58.63,59517,464,5.14,8.13,85.26,0.89,80.43,1.2,74.98,0.65,1
95.82,30565,54.47,37949,1111,4.06,9.26,78.78,1.5,71.09,0.9,63.68,0.5,1
96.68,42235,56.3,44844,466,2.87,6.28,88.98,0.79,88.96,0.58,86.34,0.84,1
79.02,50228,56.42,55400,660,4.59,8.93,82.75,1.3,83.32,0.99,79.72,0.33,1
95.57,48125,68.07,59336,646,2.61,7.05,82.85,0.85,81.6,0.74,76.65,0.15,1
74.64,20810,32.35,23587,2552,8.24,12.61,68.18,3.93,62.04,10.86,67.17,4.77,1
98.73,34466,45.51,40134,472,2.43,10.8,79.63,0.66,71.61,1.01,66.78,3.7,1
96.67,28223,48.51,35876,4631,4.41,8.79,78.39,1.3,69.32,1.38,60.72,2.22,1
87.43,18592,53.52,35617,9930,6.88,4.14,78.41,1.8,34.37,1.83,31.6,2.67,1
55.61,47853,56.18,56541,781,4.72,9.49,74.91,4.32,82.79,1.57,77.79,0.28,1
91.74,84441,73.54,96127,597,2.08,5.61,91.46,0.21,93.12,0.46,90.34,0.2,1
89.06,39822,56.06,50419,2549,5.57,8.24,80.71,1.36,63.7,1.98,54.82,0.72,1
93.6,40417,47.36,45433,1065,4.44,11.7,79.72,1.06,68.76,2.99,66.93,1.18,1
97.01,42658,52.15,48613,677,3.3,8.8,86.02,0.38,74.58,1.35,66.28,1.01,1
91.28,36431,50.77,41827,3252,3.51,10.53,80.41,1.81,78.44,2.95,76.79,0.33,1
93.48,29784,34.2,33389,1641,10.08,11.54,75.35,1.96,77.03,3.43,74.47,6.11,1
94.22,13109,43.47,34564,3538,7.7,4.27,73.94,1.18,37.48,2.12,34.07,1.75,1
84.07,26111,38.01,32035,2306,7.4,9.78,80.37,1.94,74.1,4.7,73.22,9.19,1
97.12,34255,56.29,40414,797,4.72,10.43,76.94,0.84,73.47,2.3,74.05,1.86,1
98.24,38346,55.7,41917,1780,3.62,6.95,85.72,0.43,80.83,2.81,76.42,1.01,1
90.88,72369,62.31,78453,78,4.11,4.48,93.24,0.51,93,0.54,91.42,0.23,1
98.7,53045,65.73,56219,358,3.39,4.81,91.13,0.46,93.45,0.24,91.75,0.3,1
90.16,26405,45.32,33145,2782,4.86,10.78,78.09,1.21,71.9,1.98,70.01,6.79,1
94.37,67833,62.6,72634,183,3.85,6,91.57,0.29,92.11,0.48,90.65,0.32,1
87.1,40633,46.66,46623,804,3.52,8.88,80.52,1.86,82.26,2.17,79.1,0.72,1
59.28,31605,32.68,35788,3013,7.66,9.89,74.66,3.51,54.75,20.85,58.56,4.25,1
92.62,27182,44.72,34973,2460,5.18,11.23,76.77,1.6,74.61,4.39,76.81,2.51,1
90.33,69695,65.77,86126,567,2.55,6.38,88.47,0.61,75.25,1.22,71.63,0.22,1
98.67,32141,49.59,38067,1202,5.68,9.16,81.68,0.65,75.79,0.8,71.14,2.1,1
96.96,70287,67.16,74736,227,3.1,4.82,92.24,0.45,93.74,0.21,92.93,0,1
97.81,38742,48.04,44680,2470,5.55,7.69,84.22,1.03,83.83,1.31,82.54,0.67,1
93.11,46057,49.01,52367,1076,4.04,7.41,83.75,1.61,76.48,1.22,71.32,0.52,1
92.84,41933,43.97,50080,808,6.22,9.66,83.06,1.62,75.57,1.6,68.56,1.46,1
92.63,63533,65.63,67323,520,2.64,6.03,89.06,1.29,87.5,1.19,85.53,0.45,1
93.44,35989,42.09,45050,790,4.35,12.11,69.84,1.68,56.14,2.59,56.17,2.41,1
96.2,63384,63.63,66569,179,2.99,5.66,89.97,0.57,92.33,1.15,91.78,0.15,1
82.3,27126,30.55,32697,1751,8.17,12.2,74.11,2.02,67.14,5.55,66.1,5.86,1
87,31938,36.92,40000,572,3.2,12.66,76.08,2.21,45.92,1.39,34.83,1.1,1
96.05,38261,47.72,45631,2610,5.25,9.84,77.65,1.86,67.9,1.42,62.44,2.1,1
98.78,34165,43.92,39668,1152,7.24,7.15,84.1,2.28,69.96,2.05,65.23,1.45,1
98.24,30870,49.43,37832,1141,3.28,6.76,83.35,1.42,79.57,1.18,72.69,3.1,1
74.55,39916,35.16,42378,2120,5.37,9.94,79.37,4.23,84.44,2.32,81.86,2.16,1
97.22,60054,63.17,65111,333,4.14,7.16,89.27,0.5,90.48,0.67,87.59,0.32,1
97.05,20184,49.1,30496,3037,3.91,5.54,79.45,1.73,55.64,1.76,48.36,2.59,1
98.28,44492,42.75,49259,399,5.47,8.09,85.76,0.97,79.72,0.95,74.68,1.15,1
97.25,26818,50.05,34101,640,4.01,9.28,77.46,1.03,72.12,1.09,64.85,0.66,1
90.6,40018,44.68,45435,4221,4.7,10.8,75.66,4.49,74.29,2.55,67.44,1.09,1
95.25,22517,49.99,29473,3354,6.89,12.43,72.45,1.06,65.93,2.56,64.6,7.46,1
91.3,54658,62.49,63337,713,2.43,11.26,82.5,0.58,75.92,1.98,72.37,0.56,1
93.79,38186,35.67,42455,2033,7.37,11.88,73.29,3.05,71.38,2.58,67.87,2.52,1
45.97,17682,21.8,23135,2679,8.68,14.42,53.66,9.57,61.71,5.3,60.3,8.92,1
96.6,50916,60.49,56332,810,3.59,6.77,89.99,0.79,88.1,0.72,82.36,0.48,1
97.09,45489,41.75,47908,427,3.36,8.18,85.13,1.81,85.17,1.33,82.03,0.87,1
94.1,65590,66.97,73741,325,3.75,6.65,88.05,0.54,86.6,0.8,83.73,0.21,1
82.59,35959,41.1,42138,7723,5.12,13.93,71,3.52,48.89,9.74,45.7,1.5,1
94.68,25943,36.3,30012,1390,8.04,10.29,79.85,2.01,75.42,3.26,75.56,7.46,1
97.46,33628,34.75,36092,1047,6.25,10.84,81.18,0.58,73.23,2.74,72.34,3.71,1
87.45,42487,56.23,55089,1236,2.8,12.86,78.34,1.29,55.47,4.49,47.63,0.79,1
76.34,26500,37.37,33182,3850,3.45,12.64,68.08,3.99,63.57,1.77,61.82,4.92,1
74.35,39618,40.37,44246,578,4.56,11.02,70.71,6.42,67.39,3.26,60.4,2.11,1
98.09,31633,38.18,33097,1142,5.59,6.36,88.55,0.56,81.8,7.3,79.16,3.32,1
92.63,30591,48.5,34344,1659,5.12,12.53,75.93,1.69,42.77,1.7,41.88,2.85,1
97.1,43861,39.74,47349,718,5.01,8.96,79.9,1.39,80.71,1.31,77.2,0.71,1
99.05,31503,56.52,37683,1302,5.17,7.62,82.89,0.73,84.34,0.56,79.88,1.22,1
72.98,47204,51.28,55678,6791,3.95,11.64,79.26,1.37,60.49,6.41,56.29,1.2,1
84.17,33488,39.92,40205,4572,7.69,10.91,73.91,3.89,45.58,7.47,39.98,2.07,1
86.34,48219,55.02,53295,2236,3.68,9.99,82.98,1.32,72.34,5.07,72.17,0.52,1
83.64,42489,45.51,50352,2059,3.42,16.41,68.64,2.35,50.33,5.93,47.03,0.61,1
98.35,28428,44.91,34695,1032,6.87,13.39,68.62,2.41,56.39,0.97,50.51,2.65,1
95.71,18423,39.3,23507,2203,9.17,14.02,69.97,0.72,67.45,1.88,65.61,8.98,1
97.85,42240,69.62,46208,238,4.43,3.77,90.21,0.26,96.59,0.37,96.36,0.13,1
90.8,23184,36.18,33815,1751,5.8,9.04,72.98,0.87,59.28,3.06,54.85,5.83,1
97.47,31177,51.63,33916,4391,4.35,9.28,79.67,0.57,74.62,1.66,75.11,1.3,1
93.96,50598,59.68,55048,188,3.06,7.87,86.83,0.36,77.28,0.59,70.59,0.93,1
89.76,45739,53.79,51019,4284,4.81,12.96,77.58,2.06,63.5,4.11,62.24,0.8,1
98.31,34588,42.38,38114,955,7.86,9.88,76.24,1.83,71.98,2.18,67.77,2.32,1
97.49,25547,35.91,31739,2633,7.01,12.04,73.85,2.08,70.79,1.25,65.12,3.98,1
94.91,44933,53.87,51322,421,4.19,8.82,81.97,1.26,65.52,1.74,59.46,0.16,1
76.72,26361,25.19,29342,6238,8.59,13.27,64.55,6.02,23.32,14.99,22.66,7.31,1
84.31,40268,42.52,44515,1586,6.58,7.78,75.42,3.95,72.64,4.29,70.82,2.61,1
95.06,20196,39.91,24743,1244,5.41,11.45,76.44,0.52,72.26,1.9,71.44,9.41,1
97.08,32321,46.39,39556,2040,6.12,9.11,79.69,0.98,69.01,1.38,59.32,1.06,1
93.69,44130,49.41,51424,782,4.58,9.47,83.3,0.77,70.97,3.03,68.35,4.55,1
95.4,23415,40.67,28758,2243,5.83,6.59,84,1.14,66.54,5.98,63.39,5.86,1
52.73,28655,29.32,30218,4019,4.37,10.62,76.63,5.13,34.08,14.61,37.99,2.85,1
47.7,24470,24.03,26185,3493,15.72,9.8,70.65,5.65,53.59,23.46,56.19,6.68,1
97.32,34978,51.21,38653,436,4.72,7.18,85.6,0.64,84.42,0.75,81.21,0.72,1
96.3,45424,65.18,53937,774,2.44,8.2,83.18,1.26,77.08,0.36,71.17,0.19,1
98.44,42032,53.74,46026,410,5.32,6.01,89.27,0.18,87.17,3.84,84.52,0.5,1
77.43,18617,28.13,23415,3853,9.85,12.82,55.94,8.05,26.29,7.74,23.71,13.13,1
91.25,23630,51.85,29015,2286,6.83,11.88,64.76,2.28,69.21,1.79,70.17,6.27,1
85.18,38124,36.13,41361,8701,4.54,11.72,78.24,1.97,69.93,6.23,67.7,4.66,1
97.58,52011,57.41,55525,233,3.03,6.64,90.52,1.05,89.35,1.22,85.36,0.42,1
98.62,46101,41.44,47161,252,4.97,6.57,90.82,0.97,97.24,1.66,96.49,0.14,1
98.11,34235,40.8,38708,771,4.02,11.73,76.85,2.37,74.73,1.85,69.04,1.8,1
66.91,17161,32.72,26184,4123,7.5,6.94,59.08,7.96,46.52,5.03,45.07,8.97,1
89.79,54432,63.57,61080,1723,3.16,6.68,87.04,0.61,88.21,0.93,84.1,0.17,1
70.67,35737,34.01,39093,13329,4.23,10.87,76.7,4.04,74.48,2.78,72.96,4.18,1
93.06,58250,62.7,64162,528,3.53,6.59,89.33,0.34,88.95,0.38,85.17,0.12,1
97.16,43937,52.41,48647,433,5.94,8.96,83.62,1.37,89.87,1.36,86.77,0.43,1
97.11,42026,44.08,45607,1111,5.38,9.34,85.09,1.25,78.65,2.3,76,2,1
89.61,28117,46.48,33624,5105,6.2,13.1,74.03,1.84,67.9,1.79,63.86,3.54,1
96.92,21344,44.66,28959,1453,2.18,8.8,77.28,1.91,69.08,1.35,61,4.54,1
98.4,49394,68.41,52752,569,2.54,5.74,90.24,0.63,89.21,0.74,84.63,0.29,1
93.77,37998,50.38,44353,925,5.74,6.87,80.96,1.28,73.17,3.27,71.28,0.87,1
97.62,42474,56.13,46660,730,5.48,8.04,85.61,0.43,74.36,0.81,72.11,1.33,1
92.35,51129,63.78,53505,339,4.1,4.94,88.97,0.67,96.1,0.84,95.74,0.42,1
97.61,25710,55.77,31250,1176,4.57,7.78,78.87,1.22,74.79,1.47,71.53,2.48,1
98.55,29023,33.83,31875,845,6.41,6.65,86.82,0.44,76.49,5.84,73.76,3.47,1
79.88,23483,35.37,29748,2020,5.27,14.24,72.38,1.27,64.9,2.69,63.34,8.02,1
95.95,17884,37.25,24305,3019,11.12,12.07,68.87,2.08,65.98,0.87,63.08,7.71,1
98.03,42549,44.73,46578,968,6.2,10.75,82.93,2.64,90.45,2.06,89.13,1.57,1
96.5,25324,45.35,30679,961,5.73,10.32,77.96,0.96,74.03,1.05,71.86,6.04,1
98.46,36532,56.81,43487,512,4.14,10.77,80.24,0.99,80.86,1.28,73.61,1.24,1
91.44,44218,69.59,71989,504,2.74,8.73,75.93,0.81,59.34,0.61,49.93,0.2,1
85.69,26875,35.53,28678,3733,6.5,10.29,78.22,2.63,56.93,6.47,54.82,5.17,1
83.06,22265,55.31,46917,3159,5.77,4.81,79.98,1.68,50.95,2.03,47.02,5.06,1
91.55,22894,33.29,28715,5054,5.58,12.46,72.7,3.1,58.41,2.31,55.06,8.66,1
76.18,50945,47.82,55735,3165,4.31,10,78.1,3.41,64.15,9.76,65.21,0.88,1
91.75,41489,63.61,49494,889,3.7,7.73,83.73,1,88.02,0.63,84.15,0.85,1
92.76,39905,53.95,48033,3327,4.71,7.93,81.63,1.16,66.1,2.13,60.81,1.54,1
81.71,36770,42.8,42144,1974,3.37,9.11,76.53,3.9,72.5,2.99,68.26,2.6,1
73.53,33554,39.21,36112,1674,4.9,13.28,72.66,3.4,43.18,13.74,47.06,1.34,1
97.7,20461,35.8,26550,6308,8.01,13.17,67.27,2.6,65.27,0.95,62.93,9.3,1
95.4,39215,48.02,45431,4812,6.03,10.03,79.54,1.86,77.23,1.87,71.39,1.3,1
94.87,38410,43.24,43531,1008,3.88,10.44,80.07,2.66,77.48,1.53,69.85,1.27,1
83.17,31699,31.89,36981,5173,5.79,13.18,73.51,2.63,56.64,5.66,53.18,1.57,1
98.9,40798,53.3,46214,565,4.48,8.84,80.62,0.82,79.03,1.07,76.84,0.71,1
82.99,46539,46.03,52164,8559,4.57,11.63,76.93,2.43,60.64,9.62,61.28,1.77,1
95.21,48483,67.37,52340,249,2.81,5.14,90.61,0.31,92.01,0.57,88.83,0.1,1
88.2,47517,39.46,51682,949,2.65,7.03,87.31,2.91,86.59,2.57,83.54,2.05,1
96.27,19017,15.81,22833,3188,13.32,9.11,80.57,2.04,76.95,12.05,74.78,12.08,1
96.33,30613,52.73,40020,1083,3.05,5.59,78.71,3.07,71.22,1.85,63.24,2.22,1
92.36,71274,75.53,81568,563,1.67,5.59,89.06,0.31,88.67,0.39,85.93,0.23,1
48.29,19030,26.9,24202,6584,9.19,13.21,51.94,10.42,54.05,5.72,52.71,11.82,1
10.58,24971,10.1,25699,24460,14.33,13.12,55.63,12.5,54.77,35.26,56.84,8.07,1
98.18,32733,51.46,39531,2258,6.21,13.51,73.94,1.77,58.72,1.22,52.33,4.43,1
93.63,69917,72.09,80184,497,3.96,8.81,87.44,0.38,82.25,0.37,77.97,0.11,1
96.35,75905,71,80614,273,2.25,4.23,91.9,0.31,93.27,0.38,92.43,0.36,1
90.72,44270,39.14,46683,1327,4.34,10.13,83.27,1.17,66.56,4.8,63.59,1.48,1
88.82,22291,37.96,30694,3895,7.02,8.61,75.34,2.76,59.73,1.96,55.06,6.27,1
91.38,42464,51.45,50134,634,4.59,8.07,80.93,2.15,62.65,2.92,54.22,0.81,1
82.42,51594,38.24,52659,973,5.1,9.94,82.9,3.46,82.83,6.06,82.4,2.5,1
91.52,26684,37.72,34317,1278,7.28,12.37,72.06,1.88,64.87,1.62,61.84,7.4,1
73.88,25197,32.02,26880,2578,9.78,11.26,74.65,1.59,56.35,4.08,53.16,8.38,1
36.2,21558,20.9,22358,1965,12.35,8.44,69.24,9.3,55.43,18.4,55.94,15.82,1
86.16,47790,61.52,58074,688,1.71,9.8,80.21,0.49,50.42,2.39,50.16,0.42,1
92.73,43172,56.62,51252,1365,5.15,7.44,84,0.54,75.24,1.37,67.33,0.54,1
88.68,25982,52.21,39769,11140,5.68,8.96,70.76,1.7,43.88,6.45,44.07,1.64,1
89.25,30287,39.9,32725,5428,5.84,11.27,79.06,1.43,67.42,2.79,66.83,2.71,1
96.5,36526,48.72,42390,1405,6.09,10.35,80.05,0.97,78.71,2.02,70.24,0.78,1
91.77,80968,75.97,89205,392,2.98,7.49,89.79,0.31,92.9,0.33,91.4,0,1
95.94,38432,53.89,44990,680,4.76,10.45,79.86,1.08,75.31,0.96,69.23,1.03,1
98.97,41006,51.97,43308,375,4.56,7.53,88.73,0.67,87.07,0.62,82.88,0.52,1
99.17,24568,29.09,30432,1621,6.4,13.36,76.93,0.7,73.93,4.56,73.88,7.97,1
96.59,33646,50.78,38473,1570,5.11,9.03,83.22,1.11,88.78,1.38,87.29,1.76,1
97.28,87686,75.16,101156,475,3.83,5.99,92.4,0.04,89.92,0.36,86.31,0.23,1
95.78,46970,58.69,54759,306,3.09,9.32,84.1,0.46,79.17,0.7,75.22,0.35,1
96.8,39690,48.54,45006,405,4.77,8.48,84.17,1.31,81.57,1.31,80.47,0.7,1
95.3,37093,50.33,40764,906,4.76,9.9,79,0.9,82.63,1.76,77.33,0.22,1
97.64,46197,54.07,50977,521,3.27,8.91,85.62,0.58,78.88,1.38,73.85,0.97,1
98.01,43804,42.37,45205,392,3.21,4.1,93.07,0.44,92.3,4.84,91.06,0.6,1
97.78,30031,53.08,34481,1164,4.98,10.65,74.16,1.96,64.34,1.77,58.92,2.39,1
58.6,38532,31.39,41512,5071,7,12.46,71.49,5.04,63.21,11.08,61.4,3.61,1
98.94,40683,51.56,45695,1078,5.4,6.38,85.69,0.93,80.68,0.95,75.52,1.17,1
97.12,37161,60.56,43895,457,2.32,9.97,83.47,0.51,76.06,0.55,69.56,0.18,1
74.44,64587,66.71,70671,1260,2.75,10.85,83.14,0.5,66.82,3.72,62.97,0.09,1
79.17,50981,48.82,54463,1895,4.48,11.18,78.17,1.69,70.66,6.84,69.41,0.77,1
39.45,41533,41.28,45501,6560,5.43,10.26,74.42,3.64,60.09,19.82,58.1,0.85,1
90.6,45529,65.31,60046,2276,3.27,11.39,79.05,1,71.49,1.64,67.73,0.46,1
93.36,48547,61.76,57262,387,2.64,8.09,86.04,1.2,78,1.02,70.24,0.33,1
98.18,43759,50.36,51514,1077,5.29,8.33,82.77,0.8,79.58,0.54,74.47,0.24,1
94.89,57963,60.25,62194,331,4.57,7.29,88,1.02,85.34,0.64,81.1,0.22,1
98.33,38025,46.39,43570,834,3.62,9.67,79.54,1.29,80.07,1.24,75.79,2.35,1
97.58,48507,53.08,52230,245,5.82,6.67,87.01,0.84,91.75,0.84,89.02,0,1
97.15,89395,74.04,101583,346,3.31,5.78,90.55,0.42,87.3,0.48,85.64,0.09,1
97.03,35138,49.06,39755,1436,7.85,6.77,83.1,0.67,84.49,1.22,80.04,0.89,1
97.33,36771,51.41,42433,3313,5.89,8.82,81.32,0.69,86.97,1.87,84.27,1.08,1
85.05,25508,34.6,30760,3718,7.43,13,70.41,2.55,65.46,2.27,63.97,6.08,1
92.19,46199,42.78,48512,1417,5.29,10.24,83.69,0.48,75.96,4.92,75.04,3.47,1
94.09,28975,42.47,34699,1757,4.32,11.94,74.93,2.15,59.76,1.53,55.35,7.22,1
81.31,25550,36.38,28830,3538,7.85,13.82,69.81,3.78,66.59,3.95,67.98,4.78,1
98.48,41726,62.14,45389,1065,2.94,5.73,86.28,0.81,89.21,1.03,85.14,0.45,1
85.47,26409,43.65,31085,3960,5.93,10.22,76.73,0.86,64.55,7.46,63.77,8.27,1
65.51,17394,23.75,19097,11644,13.78,8.78,76.89,3.56,62.84,17.36,61.47,11.89,1
87.97,17886,54.72,36515,6029,4.92,4.1,79.2,2.02,35.39,3.49,31.87,1.79,1
94.55,57484,58.74,60837,466,3.25,6.07,89.81,0.61,90.1,0.89,88.41,0.95,1
95.64,59724,62.81,64760,283,2.73,7.02,87.38,0.52,88.8,0.82,85.99,0.43,1
98.52,34544,58.45,40361,1124,3.34,6.76,83.23,0.63,74.35,1.42,67.58,1.35,1
94.85,35808,49.28,42470,745,7.2,9.63,72.04,1.48,61.27,1.89,57.94,2.59,1
97.6,43419,41.69,48156,1113,5.47,10.46,83.82,1.01,69.22,1.72,62.79,2.19,1
96.03,20628,50.31,32469,2337,5.3,6.63,65.63,2.47,49.89,1.26,45.83,4.57,1
91.15,56543,67.04,61870,153,2.09,6.39,90.26,0.86,85.52,0.8,80.11,0.72,1
51.25,22224,24.14,25894,6717,11.79,13.73,48.4,17.03,35.2,9.49,35.44,18.93,1
95.76,35828,49.57,40457,678,4.53,11.46,78.8,1.22,83.25,1.86,81.04,1.71,1
97.96,27154,56.82,32701,830,5.82,5.98,84.55,0.64,81.38,0.31,75.64,1.4,1
95.03,27148,48.2,32801,2603,5.93,11.46,73.14,2.05,62.62,1.15,57.48,4.35,1
55.84,22032,27.11,24974,2827,14.95,8.21,72.43,3.93,57.06,21.94,59.28,6.86,1
81.35,36710,33.23,39235,687,8.25,10.17,78.42,2.11,65.93,9.81,66.48,2.59,1
97.4,31507,49.87,38281,2287,5.66,10.48,73.82,2.6,55.55,1.16,50.17,3.18,1
98.07,27688,45,32682,811,6.74,9.89,78.63,0.45,76.18,0.72,73.07,4.66,1
77.69,38822,40.38,42354,1137,7.19,10.81,72.64,4.17,55.7,8.95,53.99,4.17,1
97.1,40704,50.78,46376,3699,5.01,7.66,83.11,0.95,83.88,1.27,82.02,0.76,1
91.12,40216,46.18,44949,620,2.91,9.52,81.06,1.63,78.99,1.4,72,1.11,1
89.22,36097,39.63,41707,3031,5.31,13.42,74.62,1.5,58.9,4,55.84,1.23,1
97.81,45165,44.98,48506,830,8.24,8.14,82.98,0.81,80.66,1.31,76.38,1.05,1
61.47,37695,35.42,42004,1557,6.41,11.41,78.03,3.53,72.28,14.5,69.28,1.9,1
77.75,53710,48.86,55924,794,3.52,13.69,82.44,6.51,67.22,2.59,65.13,0.6,1
94.27,71996,68.43,75035,169,1.32,6.28,92.11,0.43,85.73,0.24,80.73,0.16,1
98.4,27027,52.26,32881,5958,5.01,7.63,79.61,1.62,72.8,1.28,66.11,2.37,1
57.56,19063,25.86,25025,2468,9.13,10.44,52,10.7,59.97,4.76,61.75,16.32,1
91.23,48776,51.83,56006,560,4.09,5.91,86.81,0.2,80.69,1.88,74.32,0.1,1
95.64,28745,40.64,32176,969,7.56,11.49,76.44,1.47,84.47,1.75,84.53,3.56,1
82.54,41028,46.43,46108,1343,4.57,11.2,78.22,1.81,70.39,3.35,67.72,1.87,1
76.28,47533,45.94,52161,1692,3.35,11.75,77.69,2.36,70.48,6.23,66.72,0.76,1
90.06,40885,44.5,42787,446,4.38,8.12,85.41,1.15,84.51,2.94,85.43,1.68,1
99.27,25927,47.25,32344,1601,4.21,6.89,78.59,0.78,71.56,0.7,65.31,1.08,1
97.19,42477,73.53,60157,1236,7.83,2.9,83.38,3.71,60.18,3.68,56.73,0.38,1
56.42,40431,45.69,46615,1074,7.62,10.66,72.35,5.07,69.57,4.88,62.04,2.58,1
93.66,46612,53.64,51023,1336,3.43,9.36,83.74,2.1,74.56,1.69,68.84,0.45,1
84.65,68742,66.23,80078,435,2.69,5.78,88.84,0.42,82.6,1.93,80.44,0.4,1
98.28,42614,35.13,47458,425,7.25,7.89,83.89,1.2,86.59,1.36,81.91,0.64,1
73.12,16162,32.72,19359,3311,9.67,11.07,65.47,2.16,59.55,6.34,57.2,16.74,1
97.62,60355,71.57,67061,277,2.1,7.14,86.38,0.35,94.34,0.24,92.97,0,1
98,50896,60.52,61843,554,4.07,8.08,84.23,1.32,82.11,0.61,74.02,0.81,1
98.98,40718,54.43,46549,326,4.54,9.55,83.38,0.55,80.04,0.42,76.8,0.44,1
98.9,40117,51.51,43162,750,4.6,6.44,87.21,0.99,90.35,1.28,87.8,0.44,1
96.41,34720,54.82,40116,594,2.34,8.51,84.89,0.93,70.46,1.6,66.4,6.47,1
84.59,24716,55.67,43125,11211,7.57,4.22,76.72,1.36,35.95,5.79,33.16,0.81,1
96.98,60357,70.05,69515,896,4.35,5.74,87.25,0.41,84.33,0.43,79.69,0.15,1
98.06,36652,45.42,44967,1308,2.82,11.53,80.65,1.44,70.25,1.22,63.86,5.08,1
97.3,25615,44.51,30227,1214,10.57,7.67,81.29,0.71,84.78,0.93,83.44,0.86,1
92.11,31007,43.59,37634,3356,5.57,9.67,77.15,1.58,67.91,1.73,60.35,1.64,1
98.02,32285,56.29,38123,1373,4.46,9.7,78.96,1.66,72.48,1.31,67.13,1.41,1
97.1,39638,53.75,44306,836,3.14,8.75,84.99,0.97,78.26,0.76,72.2,0.26,1
98.26,36682,37.44,40904,563,6.67,9.33,79.93,1.15,78.26,1.34,72.6,1.4,1
95.16,24535,53.83,32441,9580,5.91,8.24,75.63,2.06,60.71,2.29,57.2,1.95,1
95.13,32704,54.7,37695,1977,4.21,10.31,76.18,1.18,78.76,1.07,76.93,1.73,1
96.38,52956,57.34,59482,1223,3.06,8.58,85.74,1.28,78.95,0.96,72.53,0.46,1
98.37,25053,41.62,26652,1556,4.13,11.79,75.23,0.43,76.28,2,78.47,4.17,1
99.03,25322,44.07,30449,2072,5.64,11.04,75.9,0.71,72.69,0.8,69.54,5.6,1
97.48,43236,54.04,48186,309,2.91,6.91,85.31,0.71,83.47,0.98,82.7,1.51,1
98.68,50987,48.49,52606,621,4.96,6.42,90.14,0.66,91.4,1.28,89.85,0.16,1
93.53,40515,55.79,48440,1414,3.28,11.95,77.57,1.06,71.47,2,66.99,0.86,1
93.73,61144,73.09,75571,502,2.32,8.45,85.22,0.64,81.21,0.55,76.37,0.24,1
97.13,42783,56.61,49478,1238,4.45,8.94,83.83,0.97,77,1.36,71.93,1.01,1
89.84,23420,39.33,30214,2584,6.32,12.93,70.52,2.37,65,2.04,60.84,7.44,1
90.96,20277,32.18,22974,1882,8.24,12.13,74.77,2.82,63.81,3.57,64.94,12.49,1
96.68,53768,64.57,62589,335,3.91,7.61,90.06,0.37,88.01,0.66,81.93,0.2,1
83.14,32877,39.95,38190,1413,3.62,12.39,72.42,5.59,67.4,1.82,63.34,2.98,1
93.31,14456,41.46,24973,3396,8.07,8.36,66.28,1.58,41.35,2.59,36.38,2.78,1
87.1,63607,55.58,68739,615,2.77,10.55,84.96,1.01,75.47,1.67,69.16,0.12,1
97.87,34644,63.01,42345,687,3.05,7.8,83.2,0.77,74.91,0.64,67.78,0.62,1
92.56,60979,65.28,67827,1278,2.38,5.81,91.43,0.5,83.76,0.68,76.11,0.05,1
98.87,33410,61.47,40287,470,4.85,8.25,81.78,1.24,75.28,0.53,68.85,0.15,1
96.79,30200,43.97,34723,1261,8.18,13,77.13,1.57,84.08,1.83,81.9,3.58,1
95.53,39433,56.2,47068,473,4.71,6.77,83.94,1.15,64.02,1.57,56.17,0.83,1
49.16,46758,44.2,53022,2072,5.32,11.38,69.19,7.55,64.67,6.44,60.96,2.68,1
67.49,25679,28,29419,2220,6.75,10.4,73.79,3.21,63.98,8.78,64.33,15.37,1
97.96,30907,47.59,34865,698,2.28,10.17,80.64,2.21,63.67,1.35,59.24,1.92,1
86.05,22032,41.21,27725,20192,8.85,12.17,62.32,5.55,60.21,2.13,56.58,5.63,1
97.28,53140,74.53,62787,466,1.87,7.3,85.98,0.19,86.34,0.27,81.72,0.11,1
86.47,34950,34.61,41337,2049,4.14,15.38,75.66,1.87,51.24,4.43,45.34,6.24,1
94.52,35018,42.59,37446,1065,4.05,9.74,82.97,0.09,82.81,3.49,80.52,1.48,1
92.15,52205,51.73,61296,1584,2.64,10.52,83.42,0.88,73.33,1.21,67.77,1.21,1
96.99,31193,37.33,34759,973,4.73,12.58,78.95,0.8,70.15,4.39,66.18,4.16,1
